code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600056,2010-10-25,2010-09-30,0.111607,0.046010,0.097116,207488666.740000,0.646356,,310957920.00,310957920.00
sh.600056,2011-03-15,2010-12-31,0.133467,0.040008,0.097461,250428835.840000,0.626895,6256612145.300000,310957920.00,310957920.00
sh.600056,2011-04-28,2011-03-31,0.038858,0.047083,0.107850,71534901.950000,0.645661,,310957920.00,310957920.00
sh.600056,2011-08-09,2011-06-30,0.085008,0.047811,0.109098,156607352.260000,0.701414,3275020735.770000,310957920.00,310957920.00
sh.600056,2011-10-26,2011-09-30,0.114884,0.042389,0.103874,214035225.750000,0.660345,,310957920.00,310957920.00
sh.600056,2012-03-27,2011-12-31,0.172538,0.044133,0.126776,320786909.840000,0.865081,7262884664.000000,310957920.00,310957920.00
sh.600056,2012-04-25,2012-03-31,0.054985,0.051949,0.120078,110793693.780000,0.982186,,310957920.00,310957920.00
sh.600056,2012-08-15,2012-06-30,0.115532,0.052795,0.122810,234639837.720000,1.104514,4441259468.500000,310957920.00,310957920.00
sh.600056,2012-10-23,2012-09-30,0.150869,0.046848,0.114407,314908307.520000,1.172457,,310957920.00,310957920.00
sh.600056,2013-03-08,2012-12-31,0.190291,0.041374,0.110990,409660289.410000,1.120924,9889329107.040000,310957920.00,310957920.00
sh.600056,2013-04-26,2013-03-31,0.052913,0.050067,0.113062,126689920.980000,1.169623,,310957920.00,310957920.00
sh.600056,2013-08-10,2013-06-30,0.127197,0.056367,0.119179,300751312.840000,1.316837,5329209826.230000,310957920.00,310957920.00
sh.600056,2013-10-31,2013-09-30,0.123468,0.034034,0.126114,370096988.230000,0.843880,,457384240.00,442229252.00
sh.600056,2014-03-25,2013-12-31,0.178310,0.036172,0.126626,536418064.510000,1.060010,14786398125.780000,457384240.00,442229252.00
sh.600056,2014-04-29,2014-03-31,0.033485,0.036651,0.120658,145348844.820000,0.964376,,506256700.00,442229252.00
sh.600056,2014-08-19,2014-06-30,0.071332,0.035954,0.114337,314245517.830000,0.477105,8716741341.760000,1012513400.00,884458504.00
sh.600056,2014-10-31,2014-09-30,0.103629,0.036838,0.117033,471206189.570000,0.573240,,1012513400.00,884458504.00
sh.600056,2015-03-31,2014-12-31,0.130783,0.034366,0.115798,613684857.580000,0.543378,17782804979.650000,1012513400.00,884458504.00
sh.600056,2015-04-28,2015-03-31,0.034996,0.046263,0.133619,202039494.520000,0.587743,,1012513400.00,982203424.00
sh.600056,2015-08-28,2015-06-30,0.073431,0.044462,0.135005,422825307.390000,0.632263,9472964459.310000,1012513400.00,982203424.00
sh.600056,2015-10-31,2015-09-30,0.101050,0.040479,0.126861,585721504.360000,0.638199,,1012513400.00,982203424.00
sh.600056,2016-03-29,2015-12-31,0.118434,0.034942,0.122462,718766959.910000,0.606860,20467359408.700000,1012513400.00,982203424.00
sh.600056,2016-04-29,2016-03-31,0.046418,0.053718,0.129868,287912642.260000,0.683535,,1012513400.00,982203424.00
sh.600056,2016-08-29,2016-06-30,0.091948,0.048927,0.125325,588567277.700000,0.741310,11978956829.460000,1012513400.00,982203424.00
sh.600056,2016-10-29,2016-09-30,0.123401,0.046915,0.120214,869918464.830000,0.832572,,1012513400.00,1012136064.00
sh.600056,2017-03-28,2016-12-31,0.154430,0.043463,0.117931,1118651370.120000,0.887366,45248820198.210000,1068485534.00,1012136064.00
sh.600056,2017-04-28,2017-03-31,0.046748,0.057175,0.133714,377070144.150000,0.956825,,1068485534.00,1012136064.00
sh.600056,2017-08-26,2017-06-30,0.091868,0.052862,0.129343,753620758.610000,1.021150,14171588764.900000,1068485534.00,1012136064.00
sh.600056,2017-10-28,2017-09-30,0.136419,0.054172,0.140607,1161589177.270000,1.100703,,1068485534.00,1012136064.00
sh.600056,2018-03-31,2017-12-31,0.177414,0.051248,0.143215,1542675795.150000,1.215294,29905639731.970000,1068485534.00,1012136064.00
sh.600056,2018-04-28,2018-03-31,0.053503,0.074511,0.229017,490596288.790000,1.305586,,1068485534.00,1012136064.00
sh.600056,2018-08-28,2018-06-30,0.106662,0.068816,0.225770,999845781.310000,1.379472,14440920628.290000,1068485534.00,1012136064.00
sh.600056,2018-10-27,2018-09-30,0.153571,0.066456,0.220096,1475128755.510000,1.432934,,1068485534.00,1012136064.00
sh.600056,2019-03-28,2018-12-31,0.190550,0.058725,0.209491,1820840218.570000,1.445522,30730945637.290000,1068485534.00,1012136064.00
sh.600056,2019-04-27,2019-03-31,0.047283,0.062240,0.209317,513157824.730000,1.419046,,1068485534.00,1012136064.00
sh.600056,2019-08-28,2019-06-30,0.080391,0.050487,0.202210,851223146.730000,1.304133,16805962493.170000,1068485534.00,1012136064.00
sh.600056,2019-10-29,2019-09-30,0.111292,0.045763,0.191063,1191000259.310000,1.191396,,1068485534.00,1012136064.00
sh.600056,2020-04-22,2019-12-31,0.112497,0.035571,0.183516,1255130714.270000,0.918446,35173923641.590000,1068485534.00,1068108198.00
sh.600056,2020-04-29,2020-03-31,0.028928,0.041475,0.168451,310445582.990000,0.782487,,1068485534.00,1068108198.00
sh.600056,2020-08-26,2020-06-30,0.084176,0.046897,0.165876,882090440.170000,1.001731,18984524030.300000,1068485534.00,1068108198.00
sh.600056,2020-10-30,2020-09-30,0.130781,0.046791,0.160947,1416249248.250000,1.170508,,1068485534.00,1068108198.00
sh.600056,2021-04-28,2020-12-31,0.137961,0.035259,0.172964,1386080546.670000,1.226639,39164997821.910000,1068485534.00,1068108198.00
sh.600056,2021-04-28,2021-03-31,0.021059,0.031373,0.140773,268923247.050000,1.178831,,1068485534.00,1068108198.00
sh.600056,2021-08-25,2021-06-30,0.065196,0.042469,0.147454,775704617.800000,1.117657,18182792431.790000,1068485534.00,1068108198.00
sh.600056,2021-10-30,2021-09-30,0.081711,0.037867,0.139319,1012100267.520000,0.849991,,1068485534.00,1068108198.00
sh.600056,2022-04-30,2021-12-31,0.063865,0.019713,0.143956,714276141.030000,0.605583,36122709752.290000,1068485534.00,1068108198.00
sh.600056,2022-04-30,2022-03-31,0.023695,0.035310,0.131002,300838706.540000,0.636501,,1068485534.00,1068108198.00
sh.600056,2022-08-27,2022-06-30,0.058842,0.041452,0.134805,731683518.960000,0.402465,17590179362.220000,1495879748.00,1495351478.00
sh.600056,2022-10-29,2022-09-30,0.072713,0.034850,0.127863,938055896.510000,0.386500,,1495879748.00,1495351478.00
sh.600056,2023-04-29,2022-12-31,0.069822,0.023621,0.126271,887968198.440000,0.491821,37379091848.690000,1495879748.00,1495351478.00
sh.600056,2023-04-29,2023-03-31,0.024544,0.025584,0.098412,320582342.330000,0.507056,,1495879748.00,1495351478.00
sh.600056,2023-08-25,2023-06-30,0.049512,0.031295,0.111161,676753330.140000,0.443373,21550932501.240000,1495879748.00,1495351478.00
sh.600056,2023-10-28,2023-09-30,0.053996,0.026300,0.110779,783662782.780000,0.376435,,1495879748.00,1495351478.00
sh.600056,2024-04-27,2023-12-31,0.093674,0.031993,0.112909,1242120464.960000,0.700617,38745277475.850000,1495879748.00,1495351478.00
sh.600056,2024-04-30,2024-03-31,0.012515,0.023121,0.102966,202880820.280000,0.618278,,1495879748.00,1495351478.00
sh.600056,2024-08-21,2024-06-30,0.028112,0.025271,0.109078,449756770.460000,0.554597,17762913957.900000,1495879748.00,1495351478.00
sh.600056,2024-10-26,2024-09-30,0.038518,0.023790,0.106617,620917976.670000,0.602373,,1495879748.00,1495351478.00
sh.600057,2010-04-26,2010-03-31,,82.878304,0.040281,117134607.450000,2.007669,,429840000.00,244127304.00
sh.600057,2010-07-26,2010-06-30,,65.065513,0.248154,117384470.920000,2.142939,,429840000.00,244127304.00
sh.600057,2010-10-26,2010-09-30,,49.408791,0.414922,114545716.200000,2.216558,,429840000.00,244127304.00
sh.600057,2011-02-28,2010-12-31,,,,30180793.500000,0.070214,,429840000.00,244127304.00
sh.600057,2011-04-27,2011-03-31,0.870089,,,343458.320000,-0.201494,,429840000.00,244127304.00
sh.600057,2011-08-19,2011-06-30,1.147634,,,600526.100000,-0.201478,,429840000.00,244127304.00
sh.600057,2011-10-31,2011-09-30,0.233426,0.007118,0.030450,169922590.220000,0.104867,,859840000.00,429336936.00
sh.600057,2012-03-23,2011-12-31,0.250135,0.005269,0.024257,178789635.690000,0.206445,33934350584.120000,859840000.00,429336936.00
sh.600057,2012-04-19,2012-03-31,0.010285,0.002353,0.030741,14656819.500000,0.134710,,859840000.00,429336936.00
sh.600057,2012-08-28,2012-06-30,0.004518,0.000748,0.029135,10963317.950000,0.070431,14657460205.370000,859840000.00,429336936.00
sh.600057,2012-10-31,2012-09-30,-0.022234,-0.001050,0.020636,-23850915.340000,-0.021380,,859840000.00,429840000.00
sh.600057,2013-04-12,2012-12-31,0.077654,0.004303,0.029265,126307652.640000,0.133581,29117834609.410000,859840000.00,429840000.00
sh.600057,2013-04-27,2013-03-31,0.013696,0.004468,0.025963,25491690.370000,0.141196,,859840000.00,429840000.00
sh.600057,2013-08-29,2013-06-30,-0.029441,-0.002227,0.013980,-32268179.060000,0.073756,14483616494.470000,859840000.00,429840000.00
sh.600057,2013-10-30,2013-09-30,0.008434,0.001329,0.019448,31620006.450000,0.185143,,859840000.00,429840000.00
sh.600057,2014-04-01,2013-12-31,0.144274,0.007600,0.022101,269040997.670000,0.280791,35375795955.260000,859840000.00,429840000.00
sh.600057,2014-04-30,2014-03-31,0.033025,0.009295,0.032178,84723827.650000,0.326687,,859840000.00,429840000.00
sh.600057,2014-08-15,2014-06-30,0.084590,0.008927,0.029384,195313882.300000,0.518749,21800052875.270000,859840000.00,429840000.00
sh.600057,2014-10-30,2014-09-30,0.107972,0.007669,0.030869,249842676.950000,0.505409,,859840000.00,429840000.00
sh.600057,2015-04-23,2014-12-31,0.101604,0.007346,0.033754,355420276.810000,0.273583,48218078852.160000,1036250256.00,429840000.00
sh.600057,2015-04-30,2015-03-31,0.019351,0.011204,0.038018,120005624.350000,0.286120,,1036250256.00,429840000.00
sh.600057,2015-08-19,2015-06-30,0.046348,0.010254,0.045494,270860353.340000,0.292405,26080614713.580000,1036250256.00,429840000.00
sh.600057,2015-10-29,2015-09-30,0.042878,0.006165,0.037799,269861357.870000,0.234278,,1036250256.00,429840000.00
sh.600057,2016-04-29,2015-12-31,0.058891,0.007717,0.038118,462406740.490000,0.246720,59388696511.230000,1170779403.00,553327179.00
sh.600057,2016-04-29,2016-03-31,0.012775,0.005726,0.030297,112175646.130000,0.250072,,1170779403.00,553327179.00
sh.600057,2016-08-31,2016-06-30,0.025001,0.005397,0.028181,267702250.530000,0.224223,49245474936.870000,1170779403.00,553327179.00
sh.600057,2016-10-31,2016-09-30,0.060085,0.006941,0.028702,549019743.480000,0.425779,,1170779403.00,983327179.00
sh.600057,2017-04-26,2016-12-31,0.067015,0.005653,0.033962,673136274.670000,0.364238,118559758800.000000,1170779403.00,983327179.00
sh.600057,2017-04-28,2017-03-31,0.019021,0.004805,0.022275,193871471.180000,0.415847,,1170779403.00,1104403411.00
sh.600057,2017-08-26,2017-06-30,0.038257,0.004641,0.018588,424096650.910000,0.487380,91282272045.450000,1170779403.00,1104403411.00
sh.600057,2017-10-27,2017-09-30,0.063070,0.004861,0.021037,700420377.330000,0.466440,,1170779403.00,1104403411.00
sh.600057,2018-04-24,2017-12-31,0.081010,0.004892,0.023209,994448569.920000,0.490018,202992369087.560000,1457739247.00,1444286332.00
sh.600057,2018-04-28,2018-03-31,0.020894,0.007286,0.030218,340173196.010000,0.553503,,1457739247.00,1444286332.00
sh.600057,2018-08-29,2018-06-30,0.052802,0.006906,0.026370,796532599.670000,0.465020,107942117434.130000,2157454085.00,2137543771.00
sh.600057,2018-10-31,2018-09-30,0.071526,0.006868,0.026313,1172747205.080000,0.481265,,2157454085.00,2137543771.00
sh.600057,2019-04-26,2018-12-31,0.086563,0.006176,0.027510,1515465880.600000,0.495053,233600822456.910000,2157454085.00,2157454085.00
sh.600057,2019-04-30,2019-03-31,0.021453,0.006417,0.033579,354368727.260000,0.509837,,2157454085.00,2157454085.00
sh.600057,2019-08-30,2019-06-30,0.045255,0.006272,0.032407,787237553.770000,0.475653,125348248611.870000,2157454085.00,2157454085.00
sh.600057,2019-10-29,2019-09-30,0.066329,0.005596,0.030363,1126111094.800000,0.489263,,2157454085.00,2157454085.00
sh.600057,2020-04-15,2019-12-31,0.086096,0.005351,0.031021,1457720340.140000,0.512623,272056063781.900000,2157454085.00,2157454085.00
sh.600057,2020-04-17,2020-03-31,0.019275,0.005751,0.017157,384896737.720000,0.513362,,2157454085.00,2157454085.00
sh.600057,2020-08-06,2020-06-30,0.049096,0.005485,0.016558,895021429.820000,0.559996,324546763567.720000,2157454085.00,2157454085.00
sh.600057,2020-10-28,2020-09-30,0.068203,0.004832,0.017290,1301466650.960000,0.561719,,2157454085.00,2157454085.00
sh.600057,2021-04-08,2020-12-31,0.091049,0.004518,0.019483,1627494459.190000,0.602408,359794726729.140000,2157454085.00,2157454085.00
sh.600057,2021-04-22,2021-03-31,0.023383,0.005542,0.027319,495359789.210000,0.643979,,2157454085.00,2137466567.00
sh.600057,2021-08-05,2021-06-30,0.074901,0.006578,0.023544,1431283990.910000,0.820498,217177388937.550000,2157454085.00,2137466567.00
sh.600057,2021-10-27,2021-09-30,0.109118,0.006210,0.022631,2138709665.150000,0.937737,,2157454085.00,2137466567.00
sh.600057,2022-04-19,2021-12-31,0.134266,0.005881,0.021864,2720126118.900000,1.001304,461230166909.120000,2157454085.00,2135951867.00
sh.600057,2022-04-28,2022-03-31,0.026768,0.006126,0.027019,697499860.060000,1.053490,,2157454085.00,2135951867.00
sh.600057,2022-08-18,2022-06-30,0.081529,0.007909,0.024944,2010145487.180000,1.107670,253395144380.080000,2157215607.00,2135951867.00
sh.600057,2022-10-27,2022-09-30,0.124521,0.007805,0.022803,3057811147.450000,1.187858,,2254093987.00,2135951867.00
sh.600057,2023-04-29,2022-12-31,0.153729,0.007020,0.021322,3777995695.580000,1.169828,536614245988.590000,2254093987.00,2135951867.00
sh.600057,2023-04-29,2023-03-31,0.031709,0.005873,0.021219,758467183.080000,1.195433,,2263760805.00,2151296769.00
sh.600057,2023-08-30,2023-06-30,0.049044,0.004221,0.017796,985909293.520000,0.943683,232824813879.230000,2268205992.00,2151296769.00
sh.600057,2023-10-31,2023-09-30,0.062384,0.003957,0.016102,1458665674.340000,0.710908,,2268205992.00,2151296769.00
sh.600057,2024-04-24,2023-12-31,0.082985,0.005041,0.019231,2313882549.570000,0.693914,457408000000.000000,2268205992.00,2151296769.00
sh.600057,2024-04-30,2024-03-31,0.018419,0.005062,0.018456,529306817.740000,0.630536,,2276213492.00,2165091836.00
sh.600057,2024-08-30,2024-06-30,0.035852,0.005608,0.020709,1141153432.490000,0.643183,203480757495.150000,2272414063.00,2165091836.00
sh.600057,2024-10-31,2024-09-30,0.040218,0.004871,0.020200,1450158573.100000,0.564376,,2272414063.00,2192109980.00
sh.600058,2010-04-29,2010-03-31,0.023997,0.005707,0.023368,152719588.300000,0.403893,,1071910711.00,1071910711.00
sh.600058,2010-08-28,2010-06-30,0.044379,0.004344,0.035550,275620704.520000,0.516298,63223860918.820000,1071910711.00,1071910711.00
sh.600058,2010-10-28,2010-09-30,0.052612,0.002841,0.027049,274937607.290000,0.465005,,1071910711.00,1071910711.00
sh.600058,2011-03-26,2010-12-31,0.045351,0.001168,0.025720,153563550.950000,0.358981,131342088249.000000,1071910711.00,1071910711.00
sh.600058,2011-04-27,2011-03-31,0.034605,0.009776,0.029807,278100766.690000,0.460292,,1071910711.00,1071910711.00
sh.600058,2011-08-27,2011-06-30,0.072744,0.009663,0.032441,671736625.500000,0.624864,69514158650.240000,1071910711.00,1071910711.00
sh.600058,2011-10-26,2011-09-30,0.094040,0.007704,0.027348,911928012.550000,0.744220,,1071910711.00,1071910711.00
sh.600058,2012-03-31,2011-12-31,0.060227,0.003420,0.021999,554161072.280000,0.501723,161830124420.370000,1071910711.00,1071910711.00
sh.600058,2012-04-25,2012-03-31,0.013657,0.000928,0.021797,27544488.120000,0.328706,,1071910711.00,1071910711.00
sh.600058,2012-08-31,2012-06-30,-0.031722,-0.006787,0.012575,-464192423.540000,-0.373968,68221279258.320000,1071910711.00,1071910711.00
sh.600058,2012-10-31,2012-09-30,-0.059688,-0.007767,0.009064,-799731989.690000,-0.783961,,1071910711.00,1071910711.00
sh.600058,2013-03-30,2012-12-31,-0.043899,-0.005244,0.010240,-783424509.970000,-0.354922,148860296949.390000,1071910711.00,1071910711.00
sh.600058,2013-04-27,2013-03-31,0.012948,0.002231,0.020832,70829955.170000,-0.376894,,1071910711.00,1071910711.00
sh.600058,2013-08-30,2013-06-30,0.022844,0.001491,0.015981,114800234.530000,0.070713,76551146896.870000,1071910711.00,1071910711.00
sh.600058,2013-10-30,2013-09-30,0.027685,0.000342,0.013841,44693461.530000,0.329051,,1071910711.00,1071910711.00
sh.600058,2014-03-29,2013-12-31,0.033305,0.000322,0.014885,65481550.300000,0.261015,201111889841.640000,1071910711.00,1071910711.00
sh.600058,2014-04-30,2014-03-31,0.005164,-0.002063,0.010092,-74978726.090000,0.201846,,1071910711.00,1071910711.00
sh.600058,2014-08-29,2014-06-30,0.003033,-0.001964,0.018863,-136978857.660000,0.107008,69232864921.910000,1071910711.00,1071910711.00
sh.600058,2014-10-30,2014-09-30,0.020601,0.000332,0.021512,36389940.750000,0.209485,,1071910711.00,1071910711.00
sh.600058,2015-03-28,2014-12-31,0.024450,-0.000968,0.028024,-130230163.230000,0.195955,133608984900.000000,1071910711.00,1071910711.00
sh.600058,2015-04-30,2015-03-31,-0.011301,-0.013909,0.033522,-227829921.860000,0.064112,,1071910711.00,1071910711.00
sh.600058,2015-08-28,2015-06-30,-0.034732,-0.017581,0.033991,-625246466.340000,-0.101967,35226194800.000000,1071910711.00,1071910711.00
sh.600058,2015-10-30,2015-09-30,-0.113151,-0.027077,0.033328,-1439530438.100000,-0.827884,,1071910711.00,1071910711.00
sh.600058,2016-03-31,2015-12-31,-0.580772,-0.096368,0.028417,-5973398828.140000,-3.687811,61412317000.000000,1071910711.00,1071910711.00
sh.600058,2016-04-29,2016-03-31,0.031972,0.023838,0.061901,157764312.530000,-3.446476,,1071910711.00,1071910711.00
sh.600058,2016-08-30,2016-06-30,0.022356,0.006305,0.053403,106324428.570000,-3.309055,17183744000.000000,1071910711.00,1071910711.00
sh.600058,2016-10-29,2016-09-30,0.005992,0.000669,0.048820,18534496.810000,-2.800917,,1071910711.00,1071910711.00
sh.600058,2017-03-28,2016-12-31,0.005806,0.000399,0.054778,16236098.600000,0.027012,40694457600.000000,1071910711.00,1071910711.00
sh.600058,2017-04-29,2017-03-31,0.001850,0.000524,0.032678,5856235.380000,-0.115099,,1071910711.00,1071910711.00
sh.600058,2017-08-31,2017-06-30,0.003754,0.000507,0.031686,14096121.680000,-0.060322,27812705600.000000,1071910711.00,1071910711.00
sh.600058,2017-10-31,2017-09-30,0.007621,0.000767,0.034983,32779337.730000,0.034833,,1071910711.00,1071910711.00
sh.600058,2018-02-14,2017-12-31,0.005506,0.000547,0.035848,32258767.260000,0.032197,58984942703.010000,1071910711.00,1071910711.00
sh.600058,2018-04-27,2018-03-31,0.003003,0.001360,0.035608,14260057.060000,0.044699,,1071910711.00,1071910711.00
sh.600058,2018-08-31,2018-06-30,-0.020129,-0.005741,0.035489,-146834508.940000,-0.124768,25577041500.000000,1071910711.00,1071910711.00
sh.600058,2018-10-30,2018-09-30,-0.054198,-0.010272,0.037305,-407406695.190000,-0.372644,,1071910711.00,1071910711.00
sh.600058,2019-03-30,2018-12-31,-0.113896,-0.014517,0.036344,-820634023.150000,-0.749984,56530042880.530000,1071910711.00,1071910711.00
sh.600058,2019-04-27,2019-03-31,0.003832,0.001792,0.034411,20984525.630000,-0.747548,,1071910711.00,1071910711.00
sh.600058,2019-08-31,2019-06-30,0.013898,0.003210,0.036198,87439662.620000,-0.525125,27227334674.630000,1071910711.00,1071910711.00
sh.600058,2019-10-30,2019-09-30,0.021299,0.003064,0.033055,135425820.960000,-0.249387,,1071910711.00,1071910711.00
sh.600058,2020-03-31,2019-12-31,0.026327,0.002734,0.030138,170170690.200000,0.162284,62218599961.130000,1071910711.00,1071910711.00
sh.600058,2020-04-28,2020-03-31,-0.007208,-0.005864,0.038813,-52478559.860000,0.094266,,1071910711.00,1071910711.00
sh.600058,2020-08-29,2020-06-30,0.022412,0.005299,0.036824,147934748.730000,0.216326,27919240052.940000,1071910711.00,1071910711.00
sh.600058,2020-10-30,2020-09-30,0.036833,0.005028,0.030531,245792475.570000,0.261759,,1071910711.00,1071910711.00
sh.600058,2021-03-30,2020-12-31,0.040166,0.003936,0.026590,264938298.790000,0.250660,67295651600.000000,1071910711.00,1071910711.00
sh.600058,2021-04-29,2021-03-31,0.013619,0.005410,0.036713,89951806.260000,0.381411,,1071910711.00,1071910711.00
sh.600058,2021-08-31,2021-06-30,0.042906,0.006764,0.033410,298847655.600000,0.385977,44181192543.660000,1071910711.00,1071910711.00
sh.600058,2021-10-23,2021-09-30,0.051106,0.005431,0.032756,358693484.270000,0.348445,,1071910711.00,1071910711.00
sh.600058,2022-03-15,2021-12-31,0.068964,0.005577,0.031037,487998473.550000,0.446826,87429813100.000000,1071910711.00,1071910711.00
sh.600058,2022-04-26,2022-03-31,0.018088,0.008818,0.040774,134541027.550000,0.482160,,1071910711.00,1071910711.00
sh.600058,2022-08-23,2022-06-30,0.051188,0.009829,0.039136,381385402.850000,0.520455,38801874000.000000,1071910711.00,1071910711.00
sh.600058,2022-10-25,2022-09-30,0.048734,0.006241,0.036786,360209182.450000,0.449357,,1071910711.00,1071910711.00
sh.600058,2023-03-31,2022-12-31,0.056801,0.004454,0.036477,350274310.390000,0.316821,78645343424.490000,1071910711.00,1071910711.00
sh.600058,2023-04-29,2023-03-31,0.006093,0.001995,0.028873,34500594.400000,0.225472,,1071910711.00,1071910711.00
sh.600058,2023-08-31,2023-06-30,0.032304,0.005468,0.030848,207763589.340000,0.151277,37995913200.000000,1071910711.00,1071910711.00
sh.600058,2023-10-28,2023-09-30,0.029183,0.002993,0.028775,175634092.100000,0.148766,,1071910711.00,1071910711.00
sh.600058,2024-03-30,2023-12-31,0.032305,0.002293,0.030537,181171072.440000,0.185867,78932927300.000000,1071910711.00,1071910711.00
sh.600058,2024-04-30,2024-03-31,-0.014460,-0.007443,0.029009,-107742519.300000,0.053007,,1071910711.00,1071910711.00
sh.600058,2024-08-31,2024-06-30,0.006780,0.001675,0.027989,58062002.630000,0.046898,34674335232.320000,1071910711.00,1071910711.00
sh.600058,2024-10-31,2024-09-30,0.018120,0.002854,0.027857,146644180.690000,0.145708,,1071910711.00,1071910711.00
sh.600059,2010-04-22,2010-03-31,0.017961,0.089422,0.330516,30764341.770000,0.131788,,634856363.00,332186400.00
sh.600059,2010-08-12,2010-06-30,0.031093,0.101799,0.348573,52639886.830000,0.139980,507031697.960000,634856363.00,332186400.00
sh.600059,2010-10-22,2010-09-30,0.048466,0.117411,0.370834,82686360.260000,0.177320,,634856363.00,332186400.00
sh.600059,2011-04-08,2010-12-31,0.072851,0.117164,0.365428,126447772.720000,0.195812,1058746408.380000,634856363.00,332186400.00
sh.600059,2011-04-21,2011-03-31,0.022741,0.115377,0.359863,48070923.130000,0.223851,,634856363.00,603986796.00
sh.600059,2011-08-10,2011-06-30,0.039693,0.125297,0.394228,84618857.110000,0.246649,665502160.750000,634856363.00,603986796.00
sh.600059,2011-10-25,2011-09-30,0.059286,0.139277,0.394232,127785404.090000,0.267057,,634856363.00,603986796.00
sh.600059,2012-03-28,2011-12-31,0.078646,0.137590,0.382237,171375317.810000,0.268173,1227763792.120000,634856363.00,603986796.00
sh.600059,2012-04-19,2012-03-31,0.027452,0.118350,0.377285,62981124.790000,0.291459,,634856363.00,603986796.00
sh.600059,2012-08-20,2012-06-30,0.044366,0.124972,0.387020,101843083.300000,0.295133,803192981.930000,634856363.00,603986796.00
sh.600059,2012-10-25,2012-09-30,0.058032,0.124202,0.388937,134159067.810000,0.278419,,634856363.00,603986796.00
sh.600059,2013-03-28,2012-12-31,0.081941,0.135259,0.379678,192310295.050000,0.300596,1396648928.460000,634856363.00,603986796.00
sh.600059,2013-04-27,2013-03-31,0.025853,0.113757,0.402685,63352691.200000,0.301317,,634856363.00,634856363.00
sh.600059,2013-08-22,2013-06-30,0.042327,0.120061,0.406755,103243500.670000,0.302832,845917451.420000,634856363.00,634856363.00
sh.600059,2013-10-25,2013-09-30,0.048397,0.106541,0.399803,118211438.120000,0.275888,,634856363.00,634856363.00
sh.600059,2014-03-08,2013-12-31,0.058791,0.098821,0.388506,145061397.370000,0.226726,1443273247.220000,634856363.00,634856363.00
sh.600059,2014-04-26,2014-03-31,0.021741,0.117389,0.389097,55159264.040000,0.213580,,634856363.00,634856363.00
sh.600059,2014-08-16,2014-06-30,0.020859,0.096742,0.400000,63939417.750000,0.129234,648157712.650000,808524165.00,808524165.00
sh.600059,2014-10-28,2014-09-30,0.023701,0.079010,0.381337,72731270.520000,0.121174,,808524165.00,808524165.00
sh.600059,2015-04-18,2014-12-31,0.059713,0.138972,0.355679,185937475.640000,0.228625,1316435640.850000,808524165.00,808524165.00
sh.600059,2015-04-25,2015-03-31,0.014969,0.115169,0.362660,56256807.860000,0.229953,,808524165.00,808524165.00
sh.600059,2015-07-29,2015-06-30,0.018712,0.098307,0.357905,69791745.820000,0.236822,695383979.100000,808524165.00,808524165.00
sh.600059,2015-10-27,2015-09-30,0.022984,0.088741,0.355301,85128416.400000,0.245074,,808524165.00,808524165.00
sh.600059,2016-03-31,2015-12-31,0.035664,0.097126,0.345170,133640512.940000,0.164860,1355671056.500000,808524165.00,808524165.00
sh.600059,2016-04-26,2016-03-31,0.016256,0.106373,0.346811,61477924.420000,0.172198,,808524165.00,808524165.00
sh.600059,2016-08-12,2016-06-30,0.021253,0.092813,0.347023,80334459.740000,0.178567,854380024.430000,808524165.00,808524165.00
sh.600059,2016-10-26,2016-09-30,0.025102,0.084738,0.339870,94966530.360000,0.177899,,808524165.00,808524165.00
sh.600059,2017-04-26,2016-12-31,0.031859,0.079146,0.361080,121507337.680000,0.151049,1520257432.530000,808524165.00,808524165.00
sh.600059,2017-04-28,2017-03-31,0.016120,0.107397,0.328993,63447408.160000,0.152870,,808524165.00,808524165.00
sh.600059,2017-07-28,2017-06-30,0.024149,0.104947,0.337743,94257481.820000,0.167356,888648039.620000,808524165.00,808524165.00
sh.600059,2017-10-28,2017-09-30,0.026243,0.086371,0.333105,102499841.420000,0.159210,,808524165.00,808524165.00
sh.600059,2018-03-30,2017-12-31,0.041748,0.100535,0.348757,164606343.460000,0.203265,1622974709.330000,808524165.00,808524165.00
sh.600059,2018-04-28,2018-03-31,0.019955,0.122314,0.360151,80341289.500000,0.224164,,808524165.00,808524165.00
sh.600059,2018-07-28,2018-06-30,0.026007,0.107209,0.359329,104176086.580000,0.215080,960215479.240000,808524165.00,808524165.00
sh.600059,2018-10-27,2018-09-30,0.028714,0.090141,0.357545,114908720.620000,0.218396,,808524165.00,808524165.00
sh.600059,2019-04-03,2018-12-31,0.042758,0.100466,0.379697,172503236.130000,0.212800,1697674354.460000,808524165.00,808524165.00
sh.600059,2019-04-25,2019-03-31,0.017151,0.111043,0.387387,69966466.650000,0.200686,,808524165.00,808524165.00
sh.600059,2019-08-06,2019-06-30,0.024878,0.105914,0.390203,101104705.830000,0.209991,943115872.810000,808524165.00,808524165.00
sh.600059,2019-10-25,2019-09-30,0.029363,0.094643,0.392689,119558908.170000,0.219408,,808524165.00,808524165.00
sh.600059,2020-04-18,2019-12-31,0.050785,0.119649,0.422918,210513556.180000,0.259298,1739997068.840000,808524165.00,808524165.00
